Loan_ID,Interest_Rate,Surge_Pricing_Type
10188290,1,3
10188291,1,2
10188292,1,2
10188293,1,2
10188294,1,2
10188295,1,2
10188296,1,3
10188297,1,1
10188298,1,3
10188299,1,2
10188300,1,3
10188301,1,2
10188302,1,3
10188303,1,3
10188304,1,2
10188305,1,3
10188306,1,3
10188307,1,3
10188308,1,2
10188309,1,2
10188310,1,2
10188311,1,2
10188312,1,2
10188313,1,2
10188314,1,3
10188315,1,2
10188316,1,3
10188317,1,2
10188318,1,2
10188319,1,2
10188320,1,3
10188321,1,3
10188322,1,2
10188323,1,2
10188324,1,3
10188325,1,2
10188326,1,2
10188327,1,2
10188328,1,2
10188329,1,2
10188330,1,3
10188331,1,2
10188332,1,3
10188333,1,3
10188334,1,2
10188335,1,2
10188336,1,2
10188337,1,2
10188338,1,2
10188339,1,2
10188340,1,2
10188341,1,2
10188342,1,2
10188343,1,2
10188344,1,3
10188345,1,3
10188346,1,2
10188347,1,2
10188348,1,3
10188349,1,2
10188350,1,2
10188351,1,2
10188352,1,2
10188353,1,3
10188354,1,2
10188355,1,2
10188356,1,2
10188357,1,2
10188358,1,2
10188359,1,2
10188360,1,2
10188361,1,3
10188362,1,2
10188363,1,2
10188364,1,2
10188365,1,3
10188366,1,2
10188367,1,2
10188368,1,2
10188369,1,2
10188370,1,3
10188371,1,2
10188372,1,2
10188373,1,2
10188374,1,3
10188375,1,3
10188376,1,3
10188377,1,3
10188378,1,2
10188379,1,3
10188380,1,3
10188381,1,3
10188382,1,2
10188383,1,2
10188384,1,3
10188385,1,3
10188386,1,3
10188387,1,3
10188388,1,3
10188389,1,2
10188390,1,3
10188391,1,3
10188392,1,2
10188393,1,3
10188394,1,2
10188395,1,3
10188396,1,2
10188397,1,2
10188398,1,3
10188399,1,2
10188400,1,3
10188401,1,2
10188402,1,2
10188403,1,3
10188404,1,3
10188405,1,1
10188406,1,3
10188407,1,2
10188408,1,3
10188409,1,2
10188410,1,3
10188411,1,3
10188412,1,2
10188413,1,2
10188414,1,2
10188415,1,3
10188416,1,3
10188417,1,3
10188418,1,3
10188419,1,3
10188420,1,2
10188421,1,3
10188422,1,3
10188423,1,2
10188424,1,2
10188425,1,2
10188426,1,3
10188427,1,3
10188428,1,2
10188429,1,2
10188430,1,3
10188431,1,3
10188432,1,3
10188433,1,1
10188434,1,3
10188435,1,3
10188436,1,2
10188437,1,2
10188438,1,3
10188439,1,2
10188440,1,3
10188441,1,2
10188442,1,3
10188443,1,2
10188444,1,2
10188445,1,3
10188446,1,2
10188447,1,3
10188448,1,3
10188449,1,3
10188450,1,3
10188451,1,2
10188452,1,2
10188453,1,2
10188454,1,3
10188455,1,2
10188456,1,2
10188457,1,2
10188458,1,3
10188459,1,2
10188460,1,2
10188461,1,2
10188462,1,2
10188463,1,2
10188464,1,2
10188465,1,3
10188466,1,2
10188467,1,2
10188468,1,3
10188469,1,3
10188470,1,3
10188471,1,2
10188472,1,1
10188473,1,2
10188474,1,2
10188475,1,3
10188476,1,3
10188477,1,3
10188478,1,2
10188479,1,2
10188480,1,3
10188481,1,2
10188482,1,3
10188483,1,2
10188484,1,3
10188485,1,2
10188486,1,3
10188487,1,3
10188488,1,2
10188489,1,2
10188490,1,3
10188491,1,2
10188492,1,2
10188493,1,2
10188494,1,3
10188495,1,3
10188496,1,2
10188497,1,3
10188498,1,3
10188499,1,3
10188500,1,2
10188501,1,2
10188502,1,2
10188503,1,3
10188504,1,2
10188505,1,2
10188506,1,2
10188507,1,3
10188508,1,2
10188509,1,2
10188510,1,3
10188511,1,3
10188512,1,1
10188513,1,3
10188514,1,2
10188515,1,2
10188516,1,2
10188517,1,2
10188518,1,2
10188519,1,2
10188520,1,3
10188521,1,3
10188522,1,1
10188523,1,2
10188524,1,2
10188525,1,2
10188526,1,3
10188527,1,2
10188528,1,3
10188529,1,3
10188530,1,3
10188531,1,2
10188532,1,3
10188533,1,3
10188534,1,2
10188535,1,2
10188536,1,2
10188537,1,3
10188538,1,3
10188539,1,3
10188540,1,2
10188541,1,2
10188542,1,3
10188543,1,2
10188544,1,2
10188545,1,3
10188546,1,3
10188547,1,3
10188548,1,2
10188549,1,3
10188550,1,2
10188551,1,2
10188552,1,2
10188553,1,2
10188554,1,2
10188555,1,2
10188556,1,2
10188557,1,2
10188558,1,3
10188559,1,2
10188560,1,2
10188561,1,3
10188562,1,3
10188563,1,2
10188564,1,3
10188565,1,2
10188566,1,2
10188567,1,2
10188568,1,2
10188569,1,2
10188570,1,2
10188571,1,2
10188572,1,3
10188573,1,3
10188574,1,3
10188575,1,2
10188576,1,3
10188577,1,2
10188578,1,3
10188579,1,3
10188580,1,2
10188581,1,2
10188582,1,3
10188583,1,2
10188584,1,2
10188585,1,3
10188586,1,2
10188587,1,3
10188588,1,2
10188589,1,3
10188590,1,2
10188591,1,2
10188592,1,3
10188593,1,3
10188594,1,2
10188595,1,3
10188596,1,2
10188597,1,2
10188598,1,2
10188599,1,2
10188600,1,2
10188601,1,2
10188602,1,3
10188603,1,2
10188604,1,2
10188605,1,2
10188606,1,3
10188607,1,2
10188608,1,3
10188609,1,3
10188610,1,3
10188611,1,3
10188612,1,2
10188613,1,3
10188614,1,3
10188615,1,2
10188616,1,3
10188617,1,2
10188618,1,2
10188619,1,2
10188620,1,3
10188621,1,3
10188622,1,3
10188623,1,1
10188624,1,3
10188625,1,3
10188626,1,2
10188627,1,3
10188628,1,2
10188629,1,2
10188630,1,2
10188631,1,2
10188632,1,3
10188633,1,3
10188634,1,2
10188635,1,2
10188636,1,3
10188637,1,3
10188638,1,3
10188639,1,3
10188640,1,3
10188641,1,2
10188642,1,2
10188643,1,2
10188644,1,3
10188645,1,2
10188646,1,2
10188647,1,3
10188648,1,2
10188649,1,3
10188650,1,2
10188651,1,2
10188652,1,2
10188653,1,2
10188654,1,2
10188655,1,2
10188656,1,2
10188657,1,2
10188658,1,2
10188659,1,2
10188660,1,3
10188661,1,2
10188662,1,3
10188663,1,2
10188664,1,3
10188665,1,2
10188666,1,3
10188667,1,2
10188668,1,2
10188669,1,3
10188670,1,3
10188671,1,3
10188672,1,2
10188673,1,2
10188674,1,3
10188675,1,3
10188676,1,2
10188677,1,2
10188678,1,3
10188679,1,2
10188680,1,2
10188681,1,3
10188682,1,3
10188683,1,2
10188684,1,2
10188685,1,2
10188686,1,2
10188687,1,3
10188688,1,2
10188689,1,2
10188690,1,2
10188691,1,2
10188692,1,3
10188693,1,2
10188694,1,3
10188695,1,3
10188696,1,3
10188697,1,3
10188698,1,2
10188699,1,3
10188700,1,2
10188701,1,3
10188702,1,3
10188703,1,3
10188704,1,3
10188705,1,3
10188706,1,3
10188707,1,3
10188708,1,3
10188709,1,3
10188710,1,3
10188711,1,3
10188712,1,3
10188713,1,2
10188714,1,2
10188715,1,2
10188716,1,3
10188717,1,2
10188718,1,3
10188719,1,1
10188720,1,2
10188721,1,3
10188722,1,2
10188723,1,3
10188724,1,2
10188725,1,3
10188726,1,2
10188727,1,2
10188728,1,3
10188729,1,3
10188730,1,3
10188731,1,2
10188732,1,2
10188733,1,2
10188734,1,3
10188735,1,2
10188736,1,2
10188737,1,3
10188738,1,3
10188739,1,3
10188740,1,2
10188741,1,2
10188742,1,2
10188743,1,2
10188744,1,2
10188745,1,3
10188746,1,3
10188747,1,3
10188748,1,3
10188749,1,3
10188750,1,2
10188751,1,3
10188752,1,2
10188753,1,2
10188754,1,2
10188755,1,2
10188756,1,2
10188757,1,3
10188758,1,3
10188759,1,2
10188760,1,3
10188761,1,3
10188762,1,2
10188763,1,2
10188764,1,2
10188765,1,2
10188766,1,2
10188767,1,3
10188768,1,2
10188769,1,2
10188770,1,3
10188771,1,2
10188772,1,2
10188773,1,3
10188774,1,2
10188775,1,2
10188776,1,2
10188777,1,2
10188778,1,2
10188779,1,2
10188780,1,2
10188781,1,2
10188782,1,2
10188783,1,2
10188784,1,3
10188785,1,3
10188786,1,2
10188787,1,2
10188788,1,2
10188789,1,3
10188790,1,3
10188791,1,2
10188792,1,3
10188793,1,2
10188794,1,3
10188795,1,3
10188796,1,2
10188797,1,2
10188798,1,2
10188799,1,2
10188800,1,2
10188801,1,3
10188802,1,2
10188803,1,2
10188804,1,2
10188805,1,3
10188806,1,2
10188807,1,2
10188808,1,3
10188809,1,2
10188810,1,2
10188811,1,2
10188812,1,2
10188813,1,2
10188814,1,2
10188815,1,3
10188816,1,2
10188817,1,2
10188818,1,2
10188819,1,3
10188820,1,3
10188821,1,2
10188822,1,2
10188823,1,2
10188824,1,2
10188825,1,2
10188826,1,3
10188827,1,2
10188828,1,3
10188829,1,2
10188830,1,2
10188831,1,2
10188832,1,2
10188833,1,3
10188834,1,2
10188835,1,2
10188836,1,3
10188837,1,2
10188838,1,3
10188839,1,3
10188840,1,2
10188841,1,3
10188842,1,2
10188843,1,2
10188844,1,3
10188845,1,3
10188846,1,2
10188847,1,3
10188848,1,3
10188849,1,2
10188850,1,3
10188851,1,3
10188852,1,3
10188853,1,3
10188854,1,2
10188855,1,2
10188856,1,2
10188857,1,2
10188858,1,2
10188859,1,2
10188860,1,2
10188861,1,2
10188862,1,2
10188863,1,2
10188864,1,3
10188865,1,2
10188866,1,3
10188867,1,3
10188868,1,3
10188869,1,2
10188870,1,2
10188871,1,3
10188872,1,2
10188873,1,2
10188874,1,2
10188875,1,3
10188876,1,2
10188877,1,3
10188878,1,1
10188879,1,2
10188880,1,2
10188881,1,2
10188882,1,3
10188883,1,2
10188884,1,3
10188885,1,2
10188886,1,3
10188887,1,2
10188888,1,3
10188889,1,3
10188890,1,3
10188891,1,2
10188892,1,3
10188893,1,3
10188894,1,2
10188895,1,2
10188896,1,2
10188897,1,2
10188898,1,3
10188899,1,3
10188900,1,3
10188901,1,3
10188902,1,3
10188903,1,3
10188904,1,3
10188905,1,3
10188906,1,1
10188907,1,2
10188908,1,2
10188909,1,3
10188910,1,2
10188911,1,2
10188912,1,3
10188913,1,2
10188914,1,2
10188915,1,3
10188916,1,2
10188917,1,3
10188918,1,2
10188919,1,3
10188920,1,2
10188921,1,2
10188922,1,2
10188923,1,2
10188924,1,3
10188925,1,2
10188926,1,3
10188927,1,3
10188928,1,3
10188929,1,2
10188930,1,2
10188931,1,3
10188932,1,3
10188933,1,3
10188934,1,2
10188935,1,3
10188936,1,3
10188937,1,2
10188938,1,3
10188939,1,3
10188940,1,3
10188941,1,3
10188942,1,3
10188943,1,2
10188944,1,3
10188945,1,2
10188946,1,2
10188947,1,2
10188948,1,3
10188949,1,3
10188950,1,3
10188951,1,3
10188952,1,3
10188953,1,2
10188954,1,2
10188955,1,2
10188956,1,3
10188957,1,2
10188958,1,3
10188959,1,3
10188960,1,3
10188961,1,3
10188962,1,2
10188963,1,3
10188964,1,2
10188965,1,2
10188966,1,3
10188967,1,2
10188968,1,3
10188969,1,3
10188970,1,3
10188971,1,3
10188972,1,2
10188973,1,3
10188974,1,2
10188975,1,3
10188976,1,2
10188977,1,2
10188978,1,3
10188979,1,1
10188980,1,2
10188981,1,1
10188982,1,2
10188983,1,3
10188984,1,2
10188985,1,3
10188986,1,3
10188987,1,3
10188988,1,2
10188989,1,2
10188990,1,2
10188991,1,2
10188992,1,2
10188993,1,2
10188994,1,3
10188995,1,2
10188996,1,2
10188997,1,3
10188998,1,2
10188999,1,2
10189000,1,3
10189001,1,2
10189002,1,2
10189003,1,2
10189004,1,3
10189005,1,2
10189006,1,2
10189007,1,2
10189008,1,3
10189009,1,2
10189010,1,3
10189011,1,2
10189012,1,3
10189013,1,2
10189014,1,2
10189015,1,2
10189016,1,2
10189017,1,3
10189018,1,3
10189019,1,3
10189020,1,2
10189021,1,2
10189022,1,3
10189023,1,3
10189024,1,3
10189025,1,2
10189026,1,3
10189027,1,3
10189028,1,2
10189029,1,3
10189030,1,3
10189031,1,3
10189032,1,3
10189033,1,3
10189034,1,2
10189035,1,2
10189036,1,3
10189037,1,2
10189038,1,2
10189039,1,2
10189040,1,3
10189041,1,2
10189042,1,3
10189043,1,2
10189044,1,3
10189045,1,2
10189046,1,2
10189047,1,2
10189048,1,1
10189049,1,3
10189050,1,2
10189051,1,3
10189052,1,2
10189053,1,2
10189054,1,3
10189055,1,3
10189056,1,3
10189057,1,2
10189058,1,2
10189059,1,2
10189060,1,3
10189061,1,3
10189062,1,2
10189063,1,3
10189064,1,2
10189065,1,3
10189066,1,2
10189067,1,2
10189068,1,3
10189069,1,2
10189070,1,2
10189071,1,3
10189072,1,2
10189073,1,3
10189074,1,2
10189075,1,3
10189076,1,2
10189077,1,3
10189078,1,3
10189079,1,3
10189080,1,3
10189081,1,2
10189082,1,2
10189083,1,3
10189084,1,2
10189085,1,2
10189086,1,3
10189087,1,3
10189088,1,2
10189089,1,3
10189090,1,3
10189091,1,2
10189092,1,2
10189093,1,2
10189094,1,3
10189095,1,2
10189096,1,3
10189097,1,3
10189098,1,3
10189099,1,2
10189100,1,3
10189101,1,2
10189102,1,2
10189103,1,3
10189104,1,3
10189105,1,2
10189106,1,2
10189107,1,2
10189108,1,2
10189109,1,2
10189110,1,3
10189111,1,3
10189112,1,2
10189113,1,2
10189114,1,2
10189115,1,3
10189116,1,3
10189117,1,3
10189118,1,3
10189119,1,3
10189120,1,3
10189121,1,2
10189122,1,2
10189123,1,2
10189124,1,2
10189125,1,2
10189126,1,2
10189127,1,3
10189128,1,3
10189129,1,3
10189130,1,2
10189131,1,3
10189132,1,3
10189133,1,3
10189134,1,3
10189135,1,2
10189136,1,2
10189137,1,2
10189138,1,3
10189139,1,3
10189140,1,2
10189141,1,3
10189142,1,3
10189143,1,3
10189144,1,2
10189145,1,3
10189146,1,3
10189147,1,2
10189148,1,3
10189149,1,3
10189150,1,3
10189151,1,3
10189152,1,2
10189153,1,2
10189154,1,2
10189155,1,2
10189156,1,3
10189157,1,2
10189158,1,2
10189159,1,3
10189160,1,3
10189161,1,3
10189162,1,3
10189163,1,2
10189164,1,2
10189165,1,2
10189166,1,2
10189167,1,3
10189168,1,2
10189169,1,2
10189170,1,3
10189171,1,2
10189172,1,3
10189173,1,3
10189174,1,2
10189175,1,2
10189176,1,2
10189177,1,3
10189178,1,3
10189179,1,3
10189180,1,2
10189181,1,3
10189182,1,3
10189183,1,2
10189184,1,3
10189185,1,3
10189186,1,2
10189187,1,3
10189188,1,2
10189189,1,3
10189190,1,2
10189191,1,3
10189192,1,2
10189193,1,3
10189194,1,3
10189195,1,2
10189196,1,3
10189197,1,2
10189198,1,2
10189199,1,2
10189200,1,2
10189201,1,2
10189202,1,2
10189203,1,3
10189204,1,2
10189205,1,3
10189206,1,3
10189207,1,2
10189208,1,3
10189209,1,2
10189210,1,3
10189211,1,2
10189212,1,2
10189213,1,2
10189214,1,2
10189215,1,2
10189216,1,2
10189217,1,3
10189218,1,2
10189219,1,2
10189220,1,2
10189221,1,2
10189222,1,3
10189223,1,3
10189224,1,2
10189225,1,2
10189226,1,2
10189227,1,3
10189228,1,2
10189229,1,2
10189230,1,3
10189231,1,2
10189232,1,1
10189233,1,2
10189234,1,2
10189235,1,2
10189236,1,3
10189237,1,2
10189238,1,2
10189239,1,3
10189240,1,3
10189241,1,3
10189242,1,2
10189243,1,3
10189244,1,2
10189245,1,2
10189246,1,3
10189247,1,2
10189248,1,2
10189249,1,3
10189250,1,2
10189251,1,3
10189252,1,2
10189253,1,3
10189254,1,3
10189255,1,2
10189256,1,3
10189257,1,2
10189258,1,3
10189259,1,3
10189260,1,3
10189261,1,2
10189262,1,2
10189263,1,2
10189264,1,2
10189265,1,2
10189266,1,3
10189267,1,2
10189268,1,3
10189269,1,3
10189270,1,3
10189271,1,3
10189272,1,2
10189273,1,3
10189274,1,3
10189275,1,2
10189276,1,3
10189277,1,2
10189278,1,2
10189279,1,2
10189280,1,1
10189281,1,3
10189282,1,2
10189283,1,2
10189284,1,3
10189285,1,2
10189286,1,1
10189287,1,2
10189288,1,3
10189289,1,3
10189290,1,3
10189291,1,2
10189292,1,3
10189293,1,2
10189294,1,3
10189295,1,2
10189296,1,2
10189297,1,2
10189298,1,3
10189299,1,2
10189300,1,3
10189301,1,2
10189302,1,2
10189303,1,2
10189304,1,2
10189305,1,2
10189306,1,3
10189307,1,3
10189308,1,3
10189309,1,1
10189310,1,2
10189311,1,2
10189312,1,3
10189313,1,3
10189314,1,3
10189315,1,2
10189316,1,3
10189317,1,3
10189318,1,2
10189319,1,2
10189320,1,2
10189321,1,2
10189322,1,2
10189323,1,3
10189324,1,3
10189325,1,3
10189326,1,2
10189327,1,2
10189328,1,2
10189329,1,3
10189330,1,2
10189331,1,2
10189332,1,2
10189333,1,3
10189334,1,3
10189335,1,3
10189336,1,2
10189337,1,2
10189338,1,3
10189339,1,2
10189340,1,3
10189341,1,2
10189342,1,3
10189343,1,2
10189344,1,2
10189345,1,2
10189346,1,2
10189347,1,2
10189348,1,3
10189349,1,3
10189350,1,3
10189351,1,3
10189352,1,2
10189353,1,3
10189354,1,3
10189355,1,2
10189356,1,2
10189357,1,2
10189358,1,2
10189359,1,2
10189360,1,2
10189361,1,2
10189362,1,2
10189363,1,2
10189364,1,3
10189365,1,2
10189366,1,2
10189367,1,3
10189368,1,2
10189369,1,2
10189370,1,3
10189371,1,3
10189372,1,2
10189373,1,2
10189374,1,2
10189375,1,3
10189376,1,2
10189377,1,2
10189378,1,2
10189379,1,2
10189380,1,2
10189381,1,2
10189382,1,3
10189383,1,3
10189384,1,3
10189385,1,2
10189386,1,2
10189387,1,2
10189388,1,2
10189389,1,3
10189390,1,3
10189391,1,3
10189392,1,3
10189393,1,2
10189394,1,2
10189395,1,2
10189396,1,2
10189397,1,2
10189398,1,2
10189399,1,3
10189400,1,3
10189401,1,2
10189402,1,3
10189403,1,2
10189404,1,3
10189405,1,2
10189406,1,2
10189407,1,3
10189408,1,2
10189409,1,3
10189410,1,2
10189411,1,2
10189412,1,3
10189413,1,3
10189414,1,2
10189415,1,3
10189416,1,2
10189417,1,2
10189418,1,2
10189419,1,3
10189420,1,2
10189421,1,2
10189422,1,3
10189423,1,3
10189424,1,2
10189425,1,2
10189426,1,3
10189427,1,3
10189428,1,2
10189429,1,2
10189430,1,2
10189431,1,3
10189432,1,2
10189433,1,2
10189434,1,3
10189435,1,3
10189436,1,3
10189437,1,2
10189438,1,3
10189439,1,3
10189440,1,3
10189441,1,2
10189442,1,2
10189443,1,3
10189444,1,3
10189445,1,1
10189446,1,3
10189447,1,3
10189448,1,3
10189449,1,3
10189450,1,2
10189451,1,3
10189452,1,2
10189453,1,2
10189454,1,2
10189455,1,2
10189456,1,2
10189457,1,3
10189458,1,3
10189459,1,2
10189460,1,2
10189461,1,3
10189462,1,2
10189463,1,2
10189464,1,3
10189465,1,3
10189466,1,2
10189467,1,3
10189468,1,3
10189469,1,2
10189470,1,2
10189471,1,3
10189472,1,2
10189473,1,2
10189474,1,2
10189475,1,3
10189476,1,2
10189477,1,2
10189478,1,2
10189479,1,1
10189480,1,3
10189481,1,2
10189482,1,1
10189483,1,3
10189484,1,3
10189485,1,2
10189486,1,2
10189487,1,2
10189488,1,3
10189489,1,3
10189490,1,2
10189491,1,3
10189492,1,3
10189493,1,3
10189494,1,2
10189495,1,3
10189496,1,2
10189497,1,2
10189498,1,3
10189499,1,2
10189500,1,2
10189501,1,2
10189502,1,3
10189503,1,2
10189504,1,3
10189505,1,3
10189506,1,3
10189507,1,3
10189508,1,2
10189509,1,2
10189510,1,3
10189511,1,2
10189512,1,2
10189513,1,2
10189514,1,2
10189515,1,3
10189516,1,3
10189517,1,3
10189518,1,3
10189519,1,3
10189520,1,3
10189521,1,3
10189522,1,2
10189523,1,2
10189524,1,3
10189525,1,3
10189526,1,3
10189527,1,3
10189528,1,3
10189529,1,3
10189530,1,2
10189531,1,3
10189532,1,2
10189533,1,2
10189534,1,3
10189535,1,3
10189536,1,3
10189537,1,3
10189538,1,3
10189539,1,3
10189540,1,3
10189541,1,2
10189542,1,3
10189543,1,2
10189544,1,2
10189545,1,3
10189546,1,2
10189547,1,3
10189548,1,3
10189549,1,3
10189550,1,2
10189551,1,2
10189552,1,2
10189553,1,2
10189554,1,3
10189555,1,3
10189556,1,2
10189557,1,2
10189558,1,2
10189559,1,3
10189560,1,2
10189561,1,3
10189562,1,2
10189563,1,3
10189564,1,3
10189565,1,2
10189566,1,2
10189567,1,2
10189568,1,2
10189569,1,3
10189570,1,2
10189571,1,2
10189572,1,2
10189573,1,2
10189574,1,2
10189575,1,3
10189576,1,3
10189577,1,3
10189578,1,2
10189579,1,2
10189580,1,3
10189581,1,2
10189582,1,3
10189583,1,3
10189584,1,2
10189585,1,3
10189586,1,2
10189587,1,2
10189588,1,3
10189589,1,3
10189590,1,2
10189591,1,3
10189592,1,3
10189593,1,2
10189594,1,3
10189595,1,3
10189596,1,3
10189597,1,3
10189598,1,3
10189599,1,2
10189600,1,3
10189601,1,3
10189602,1,2
10189603,1,3
10189604,1,2
10189605,1,3
10189606,1,3
10189607,1,2
10189608,1,2
10189609,1,2
10189610,1,2
10189611,1,3
10189612,1,2
10189613,1,2
10189614,1,3
10189615,1,2
10189616,1,2
10189617,1,2
10189618,1,2
10189619,1,3
10189620,1,2
10189621,1,2
10189622,1,2
10189623,1,3
10189624,1,2
10189625,1,2
10189626,1,3
10189627,1,3
10189628,1,3
10189629,1,2
10189630,1,2
10189631,1,3
10189632,1,3
10189633,1,3
10189634,1,2
10189635,1,3
10189636,1,2
10189637,1,2
10189638,1,3
10189639,1,2
10189640,1,3
10189641,1,2
10189642,1,2
10189643,1,3
10189644,1,3
10189645,1,2
10189646,1,2
10189647,1,2
10189648,1,3
10189649,1,2
10189650,1,3
10189651,1,3
10189652,1,3
10189653,1,2
10189654,1,1
10189655,1,2
10189656,1,2
10189657,1,3
10189658,1,2
10189659,1,2
10189660,1,2
10189661,1,2
10189662,1,2
10189663,1,3
10189664,1,2
10189665,1,2
10189666,1,2
10189667,1,2
10189668,1,2
10189669,1,3
10189670,1,3
10189671,1,3
10189672,1,2
10189673,1,2
10189674,1,2
10189675,1,3
10189676,1,2
10189677,1,3
10189678,1,2
10189679,1,2
10189680,1,2
10189681,1,3
10189682,1,2
10189683,1,2
10189684,1,2
10189685,1,2
10189686,1,2
10189687,1,3
10189688,1,3
10189689,1,3
10189690,1,3
10189691,1,2
10189692,1,2
10189693,1,2
10189694,1,3
10189695,1,3
10189696,1,3
10189697,1,3
10189698,1,3
10189699,1,2
10189700,1,2
10189701,1,1
10189702,1,3
10189703,1,2
10189704,1,3
10189705,1,2
10189706,1,2
10189707,1,2
10189708,1,2
10189709,1,2
10189710,1,3
10189711,1,3
10189712,1,2
10189713,1,3
10189714,1,2
10189715,1,2
10189716,1,3
10189717,1,2
10189718,1,3
10189719,1,3
10189720,1,2
10189721,1,2
10189722,1,2
10189723,1,2
10189724,1,2
10189725,1,2
10189726,1,3
10189727,1,3
10189728,1,2
10189729,1,2
10189730,1,2
10189731,1,2
10189732,1,3
10189733,1,3
10189734,1,2
10189735,1,3
10189736,1,3
10189737,1,2
10189738,1,2
10189739,1,3
10189740,1,3
10189741,1,2
10189742,1,2
10189743,1,2
10189744,1,3
10189745,1,3
10189746,1,2
10189747,1,3
10189748,1,2
10189749,1,3
10189750,1,2
10189751,1,3
10189752,1,3
10189753,1,3
10189754,1,3
10189755,1,3
10189756,1,3
10189757,1,3
10189758,1,3
10189759,1,2
10189760,1,2
10189761,1,3
10189762,1,2
10189763,1,2
10189764,1,2
10189765,1,2
10189766,1,2
10189767,1,3
10189768,1,3
10189769,1,2
10189770,1,2
10189771,1,2
10189772,1,2
10189773,1,3
10189774,1,1
10189775,1,2
10189776,1,3
10189777,1,3
10189778,1,2
10189779,1,3
10189780,1,3
10189781,1,2
10189782,1,2
10189783,1,2
10189784,1,3
10189785,1,3
10189786,1,2
10189787,1,3
10189788,1,2
10189789,1,3
10189790,1,2
10189791,1,3
10189792,1,2
10189793,1,3
10189794,1,2
10189795,1,2
10189796,1,2
10189797,1,2
10189798,1,2
10189799,1,2
10189800,1,2
10189801,1,2
10189802,1,2
10189803,1,2
10189804,1,2
10189805,1,2
10189806,1,2
10189807,1,2
10189808,1,2
10189809,1,3
10189810,1,2
10189811,1,2
10189812,1,2
10189813,1,2
10189814,1,3
10189815,1,3
10189816,1,3
10189817,1,2
10189818,1,2
10189819,1,3
10189820,1,3
10189821,1,2
10189822,1,2
10189823,1,2
10189824,1,2
10189825,1,3
10189826,1,3
10189827,1,3
10189828,1,1
10189829,1,2
10189830,1,2
10189831,1,2
10189832,1,2
10189833,1,3
10189834,1,2
10189835,1,3
10189836,1,2
10189837,1,3
10189838,1,2
10189839,1,2
10189840,1,3
10189841,1,2
10189842,1,3
10189843,1,2
10189844,1,2
10189845,1,3
10189846,1,2
10189847,1,2
10189848,1,2
10189849,1,3
10189850,1,1
10189851,1,3
10189852,1,3
10189853,1,3
10189854,1,3
10189855,1,2
10189856,1,2
10189857,1,2
10189858,1,2
10189859,1,3
10189860,1,2
10189861,1,2
10189862,1,2
10189863,1,2
10189864,1,2
10189865,1,3
10189866,1,2
10189867,1,2
10189868,1,3
10189869,1,2
10189870,1,2
10189871,1,2
10189872,1,3
10189873,1,2
10189874,1,3
10189875,1,2
10189876,1,2
10189877,1,2
10189878,1,2
10189879,1,2
10189880,1,3
10189881,1,2
10189882,1,2
10189883,1,2
10189884,1,2
10189885,1,2
10189886,1,3
10189887,1,2
10189888,1,3
10189889,1,2
10189890,1,3
10189891,1,3
10189892,1,3
10189893,1,2
10189894,1,2
10189895,1,2
10189896,1,2
10189897,1,3
10189898,1,3
10189899,1,3
10189900,1,2
10189901,1,1
10189902,1,3
10189903,1,3
10189904,1,3
10189905,1,2
10189906,1,3
10189907,1,2
10189908,1,2
10189909,1,2
10189910,1,1
10189911,1,2
10189912,1,3
10189913,1,2
10189914,1,2
10189915,1,3
10189916,1,3
10189917,1,2
10189918,1,2
10189919,1,2
10189920,1,3
10189921,1,3
10189922,1,1
10189923,1,2
10189924,1,2
10189925,1,2
10189926,1,3
10189927,1,2
10189928,1,2
10189929,1,2
10189930,1,2
10189931,1,3
10189932,1,2
10189933,1,2
10189934,1,3
10189935,1,3
10189936,1,2
10189937,1,2
10189938,1,2
10189939,1,2
10189940,1,2
10189941,1,3
10189942,1,2
10189943,1,3
10189944,1,3
10189945,1,2
10189946,1,2
10189947,1,3
10189948,1,2
10189949,1,2
10189950,1,2
10189951,1,2
10189952,1,2
10189953,1,3
10189954,1,3
10189955,1,3
10189956,1,3
10189957,1,3
10189958,1,2
10189959,1,3
10189960,1,2
10189961,1,2
10189962,1,3
10189963,1,2
10189964,1,1
10189965,1,3
10189966,1,2
10189967,1,2
10189968,1,3
10189969,1,2
10189970,1,3
10189971,1,3
10189972,1,2
10189973,1,3
10189974,1,2
10189975,1,2
10189976,1,3
10189977,1,3
10189978,1,3
10189979,1,2
10189980,1,2
10189981,1,2
10189982,1,3
10189983,1,3
10189984,1,3
10189985,1,2
10189986,1,2
10189987,1,3
10189988,1,2
10189989,1,1
10189990,1,3
10189991,1,3
10189992,1,3
10189993,1,2
10189994,1,3
10189995,1,2
10189996,1,3
10189997,1,3
10189998,1,2
10189999,1,2
10190000,1,3
10190001,1,2
10190002,1,2
10190003,1,2
10190004,1,2
10190005,1,3
10190006,1,2
10190007,1,2
10190008,1,2
10190009,1,2
10190010,1,3
10190011,1,2
10190012,1,2
10190013,1,3
10190014,1,3
10190015,1,2
10190016,1,2
10190017,1,3
10190018,1,2
10190019,1,2
10190020,1,3
10190021,1,2
10190022,1,3
10190023,1,2
10190024,1,2
10190025,1,3
10190026,1,2
10190027,1,3
10190028,1,2
10190029,1,2
10190030,1,2
10190031,1,2
10190032,1,2
10190033,1,2
10190034,1,2
10190035,1,2
